ClavePlan|VersionPlan|ClaveAsignatura|ClaveProfesor|ClaveGrupo|Grupo|DiaSesion|HoraInicio|HoraFin|Edificio|Salon
21134|3|29890|92935|3237|A|Martes|07:00|09:00|EN LINEA|EN LINEA
21134|3|29890|92935|3237|A|Jueves|07:00|09:00|EN LINEA|EN LINEA
21134|3|31551|181239|3237|A|Lunes|07:30|09:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|31551|181239|3237|A|Miércoles|07:30|09:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|31551|181239|3237|A|Viernes|07:30|09:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|33478|89803|681|OPTCOMP|Martes|19:00|21:00|Edificio B|CC4
21134|3|33478|89803|681|OPTCOMP|Miércoles|19:00|21:00|Edificio B|CC4
21134|3|33829|142374|7742|CCS.Ele1A|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21134|3|33829|180560|7671|ARQ.Ele1A|Miércoles|20:00|22:00|ARQUITECTURA|ARQ.Virtual
21134|3|33829|181883|7658|VET.Ele1A|Miércoles|20:00|22:00|VETERINARIA|VET.Virtual
21134|3|33830|109725|7623|CE.Ele2D|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21134|3|33830|109725|7626|CE.Ele2G|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21134|3|33830|109888|7685|CS.Ele2F|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
21134|3|33830|180560|7672|ARQ.Ele2A|Miércoles|20:00|22:00|ARQUITECTURA|ARQ.Virtual
21134|3|33830|180560|7673|ARQ.Ele2B|Miércoles|20:00|22:00|ARQUITECTURA|ARQ.Virtual
21134|3|33830|181871|7709|FCA.Ele2A|Miércoles|20:00|22:00|FCA|FCA.Virtual
21134|3|33830|181871|7710|FCA.Ele2B|Miércoles|20:00|22:00|FCA|FCA.Virtual
21134|3|33830|181874|7746|CCS.Ele2B|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21134|3|33830|181879|7627|CE.Ele2H|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21134|3|33830|181916|7751|CCS.Ele2G|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21134|3|33830|181919|7712|FCA.Ele2D|Miércoles|20:00|22:00|FCA|FCA.Virtual
21134|3|33830|181924|7620|CE.Ele2A|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21134|3|33831|180260|7757|CCS.Pre1E|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21134|3|33831|181881|7628|CE.Pre1A|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21134|3|33831|181913|7674|ARQ.Pre1A|Miércoles|20:00|22:00|ARQUITECTURA|ARQ.Virtual
21134|3|33831|181916|7762|CCS.Pre1I|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21134|3|33832|94522|7653|UMT.Pre2B|Miércoles|20:00|22:00|UMT|UMT.Virtual
21134|3|33832|180260|7763|CCS.Pre2A|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21134|3|33832|181870|7766|CCS.Pre2D|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21134|3|33832|181876|7634|CE.Pre2E|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21134|3|33832|181876|7791|CCS.Pre2G|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21134|3|33832|181879|7796|CE.Pre2L|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21134|3|33832|181881|7640|CE.Pre2K|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21134|3|33832|181882|7630|CE.Pre2A|Miércoles|20:00|22:20|CAMPUS EXACTAS|CE.Virtual
21134|3|33832|181917|7813|UMT.Pre2C|Miércoles|20:00|22:00|UMT|UMT.Virtual
21134|3|33832|181919|7767|CCS.Pre2E|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21134|3|33832|181920|7809|PIIV.Pre2E|Miércoles|20:00|22:00|PII VIRTUAL|AulaVirtual
21134|3|33832|181925|7801|CS.Pre2O|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
21134|3|33832|181926|7696|CS.Pre2I|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
21134|3|33832|181955|7808|PIIV.Pre2D|Miércoles|20:00|22:00|PII VIRTUAL|AulaVirtual
21134|3|33833|181882|7641|CE.Int1A|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21134|3|33833|181884|7771|CCS.Int1C|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21134|3|33833|181884|7772|CCS.Int1D|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21134|3|33833|181919|7644|CE.Int1D|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21134|3|33834|109725|7738|CE.Int2C|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21134|3|33834|109725|7739|CE.Int2D|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21134|3|33834|109725|7815|CE.Int2H|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21134|3|33834|109888|7705|CS.Int2E|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
21134|3|33834|109888|7816|CS.Int2H|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
21134|3|33834|181870|7781|CCS.Int2A|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21134|3|33834|181870|7782|CCS.Int2B|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21134|3|33834|181871|7818|FCA.Int2G|Miércoles|20:00|22:00|FCA|FCA.Virtual
21134|3|33834|181875|7702|CS.Int2B|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
21134|3|33834|181885|7657|UMT.Int2B|Miércoles|20:00|22:00|UMT|UMT.Virtual
21134|3|33834|181922|7740|CE.Int2E|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21134|3|33834|181922|7741|CE.Int2F|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21134|3|33834|181923|7734|FCA.Int2E|Miércoles|20:00|22:00|FCA|FCA.Virtual
21134|3|33834|181954|7823|PIIV.Int2B|Miércoles|20:00|22:00|PII VIRTUAL|AulaVirtual
21134|3|34550|180458|3237|A|Lunes|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|34550|180458|3237|A|Miércoles|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|34550|181358|3237|A|Lunes|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|34550|181358|3237|A|Miércoles|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|34550|181464|3237|A|Lunes|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|34550|181464|3237|A|Miércoles|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|34561|181164|3237|A|Martes|08:00|10:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|34561|181164|3237|A|Jueves|08:00|10:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|34561|181164|3237|A|Sábado|08:00|10:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|34628|89769|681|OPTCOMP|Martes|18:00|19:30|Edificio LAB|Redes
21134|3|34628|89769|681|OPTCOMP|Jueves|18:00|19:30|Edificio LAB|Redes
21134|3|34628|89769|681|OPTCOMP|Viernes|18:00|19:30|Edificio LAB|Redes
21134|3|34630|181250|289|LIS|Martes|19:00|21:00|Edificio A|Cubículo
21134|3|34630|181250|289|LIS|Jueves|19:00|21:00|Edificio A|Cubículo
21134|3|34639|89803|3787|LIBRE|Sábado|08:00|09:00|Edificio E|Cubículo
21134|3|34651|89762|681|OPTCOMP|Martes|13:00|14:30|Edificio B|CC4
21134|3|34651|89762|681|OPTCOMP|Miércoles|13:00|14:30|Edificio B|CC4
21134|3|34651|89762|681|OPTCOMP|Jueves|13:30|15:00|Edificio B|CC4
21134|3|35070|180271|3240|D|Lunes|00:15|00:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|35070|180276|4592|F|Lunes|00:30|00:45|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|35118|181363|3237|A|Miércoles|09:00|11:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|35120|181466|3238|B|Domingo|23:30|23:45|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
21134|3|35129|181812|3237|A|Domingo|03:45|04:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|35129|181812|3238|B|Domingo|03:45|04:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|35150|94688|289|LIS|Lunes|19:00|21:00|Edificio B|CC7
21134|3|35150|94688|289|LIS|Miércoles|19:00|21:00|Edificio B|CC7
21134|3|35646|180941|3787|LIBRE|Miércoles|13:00|14:30|Edificio H|H4
21134|3|35646|180941|3787|LIBRE|Viernes|13:00|14:30|Edificio H|H4
21134|3|35654|89805|681|OPTCOMP|Lunes|19:30|21:00|Edificio LAB|Robotica
21134|3|35654|89805|681|OPTCOMP|Miércoles|19:30|21:00|Edificio LAB|Robotica
21134|3|35654|89805|681|OPTCOMP|Jueves|19:30|21:00|Edificio LAB|Robotica
21134|3|35660|178704|3237|A|Martes|10:00|12:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|35660|181935|3237|A|Martes|10:00|12:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|35680|110480|3238|B|Sábado|08:00|12:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|35680|181173|3238|B|Sábado|08:00|12:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|35683|181938|3237|A|Domingo|03:00|03:15|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|35698|180863|3237|A|Miércoles|10:00|12:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
21134|3|35698|180863|3237|A|Viernes|08:00|10:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
21134|3|35699|181367|3237|A|Sábado|12:00|15:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21134|3|35754|89852|681|OPTCOMP|Lunes|18:00|19:30|Edificio B|CC4
21134|3|35754|89852|681|OPTCOMP|Martes|17:30|19:00|Edificio B|CC4
21134|3|35754|89852|681|OPTCOMP|Jueves|18:00|19:30|Edificio B|CC4
21134|3|35755|89866|681|OPTCOMP|Lunes|18:00|19:30|Edificio B|CC1
21134|3|35755|89866|681|OPTCOMP|Martes|18:00|19:30|Edificio B|CC1
21134|3|35755|89866|681|OPTCOMP|Jueves|18:00|19:30|Edificio B|CC1
21134|3|35761|89813|681|OPTCOMP|Martes|16:30|18:30|Edificio B|CC5
21134|3|35761|89813|681|OPTCOMP|Miércoles|16:30|18:30|Edificio B|CC5
21134|3|35763|181528|681|OPTCOMP|Miércoles|16:30|18:30|Edificio B|CC7
21134|3|35763|181528|681|OPTCOMP|Viernes|16:30|18:30|Edificio B|CC7
21135|4|19979|89831|287|LEM|Martes|11:00|12:30|Edificio C|C6
21135|4|19979|89831|287|LEM|Jueves|11:00|12:30|Edificio C|C6
21135|4|19979|89859|290|LIC|Lunes|07:30|09:00|Edificio C|C10
21135|4|19979|89859|290|LIC|Viernes|10:30|12:00|Edificio C|C10
21135|4|19981|89802|287|LEM|Lunes|15:00|16:30|Edificio C|C4
21135|4|19981|89802|287|LEM|Miércoles|15:00|16:30|Edificio C|C4
21135|4|19982|89863|6092|Acomp LEM|Jueves|16:30|17:30|Edificio H|H2
21135|4|19983|131553|287|LEM|Sábado|11:00|12:30|Edificio A|Cubículo
21135|4|19984|131553|287|LEM|Sábado|09:00|10:30|Edificio A|Cubículo
21135|4|19985|180635|287|LEM|Lunes|11:00|13:00|Edificio C|C6
21135|4|19985|180635|287|LEM|Miércoles|11:00|13:00|Edificio C|C6
21135|4|19986|97528|6092|Acomp LEM|Viernes|16:00|18:00|Edificio C|C4
21135|4|19987|131650|287|LEM|Martes|09:30|11:30|Edificio C|C4
21135|4|19987|131650|287|LEM|Viernes|10:30|12:30|Edificio C|C4
21135|4|19987|131650|6092|Acomp LEM|Martes|09:30|11:30|Edificio C|C4
21135|4|19987|131650|6092|Acomp LEM|Viernes|10:30|12:30|Edificio C|C4
21135|4|19988|89763|287|LEM|Martes|07:30|09:30|Edificio C|C6
21135|4|19988|89763|287|LEM|Viernes|07:30|09:30|Edificio C|C6
21135|4|19988|89763|6092|Acomp LEM|Martes|07:30|09:30|Edificio C|C6
21135|4|19988|89763|6092|Acomp LEM|Viernes|07:30|09:30|Edificio C|C6
21135|4|19990|89848|287|LEM|Jueves|07:30|09:30|Edificio C|C6
21135|4|19990|89848|287|LEM|Viernes|09:30|11:30|Edificio C|C6
21135|4|19991|89867|287|LEM|Lunes|10:00|11:30|Edificio C|C4
21135|4|19991|89867|287|LEM|Jueves|09:30|11:30|Edificio C|C4
21135|4|19991|89867|287|LEM|Viernes|09:00|10:30|Edificio C|C4
21135|4|19993|89806|287|LEM|Lunes|13:00|15:00|Edificio D|D4
21135|4|19993|89806|287|LEM|Miércoles|15:00|17:00|Edificio D|D4
21135|4|19994|89824|287|LEM|Lunes|15:00|17:00|Edificio D|D4
21135|4|19994|89824|287|LEM|Martes|15:00|16:30|Edificio D|D4
21135|4|19994|89824|287|LEM|Viernes|15:00|16:30|Edificio D|D4
21135|4|19995|89824|6092|Acomp LEM|Jueves|07:30|09:30|Edificio H|H4
21135|4|19996|89863|287|LEM|Lunes|09:00|11:00|Edificio C|C6
21135|4|19996|89863|287|LEM|Martes|09:30|11:00|Edificio C|C6
21135|4|19996|89863|287|LEM|Jueves|09:30|11:00|Edificio C|C6
21135|4|19997|89855|287|LEM|Lunes|10:30|12:30|Edificio H|H2
21135|4|19997|89855|287|LEM|Martes|09:00|10:30|Edificio H|H8
21135|4|19997|89855|287|LEM|Jueves|09:00|10:30|Edificio H|H8
21135|4|19998|89759|6092|Acomp LEM|Lunes|09:30|12:00|Edificio C|C10
21135|4|20000|181804|6092|Acomp LEM|Lunes|07:30|09:30|Edificio C|C4
21135|4|20000|181804|6092|Acomp LEM|Jueves|17:00|19:00|Edificio C|C9
21135|4|20001|131553|287|LEM|Miércoles|11:30|13:30|Edificio C|C4
21135|4|20001|131553|287|LEM|Jueves|11:30|13:30|Edificio C|C4
21135|4|20003|89855|287|LEM|Miércoles|13:00|15:00|Edificio D|D4
21135|4|20003|89855|287|LEM|Viernes|13:00|15:00|Edificio D|D4
21135|4|20004|181804|6092|Acomp LEM|Miércoles|07:30|09:00|Edificio C|C4
21135|4|20005|89759|287|LEM|Martes|15:00|17:00|Edificio C|C7
21135|4|20005|89759|287|LEM|Jueves|15:00|17:00|Edificio C|C7
21135|4|20006|181804|287|LEM|Martes|07:30|09:30|Edificio B|CC1
21135|4|20006|181804|287|LEM|Jueves|07:30|09:30|Edificio B|CC1
21135|4|20008|181804|287|LEM|Martes|13:00|15:00|Edificio B|CC8
21135|4|20008|181804|287|LEM|Jueves|13:00|15:00|Edificio B|CC8
21135|4|22039|89816|880|A|Martes|09:00|11:00|Edificio D|D1
21135|4|22039|89816|880|A|Jueves|09:00|11:00|Edificio D|D1
21135|4|24128|109692|3237|A|Jueves|13:00|17:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
21135|4|24850|89759|287|LEM|Lunes|15:00|17:00|Edificio C|C7
21135|4|24850|89759|287|LEM|Miércoles|15:00|17:00|Edificio C|C7
21135|4|25892|89855|682|OPTMAT|Martes|11:00|13:00|Edificio D|D4
21135|4|25892|89855|682|OPTMAT|Jueves|11:00|13:00|Edificio D|D4
21135|4|26049|89759|880|A|Martes|11:00|14:00|Edificio F|F3
21135|4|26049|89863|880|A|Martes|11:00|14:00|Edificio F|F3
21135|4|26988|153374|3237|A|Martes|13:00|16:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
21135|4|28744|89753|3961|Único|Lunes|16:00|18:00|Edificio C|C10
21135|4|28744|89753|3961|Único|Miércoles|16:00|18:00|Edificio C|C10
21135|4|29798|92847|3237|A|Miércoles|10:00|13:00|EN LINEA|EN LINEA
21135|4|29825|180198|3237|A|Martes|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|29825|180198|3237|A|Jueves|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|29825|180457|3237|A|Martes|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|29825|180457|3237|A|Jueves|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|30835|180293|3237|A|Sábado|12:00|16:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|30835|180900|3237|A|Sábado|12:00|16:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|30838|181361|3237|A|Viernes|16:00|19:00|PLATAFORMA UADY-VIRTUAL|Otro
21135|4|30864|95563|3237|A|Viernes|14:00|17:00|PLATAFORMA UADY-VIRTUAL|Otro
21135|4|33415|181465|3237|A|Miércoles|17:00|19:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|33415|181465|3237|A|Viernes|17:00|19:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|33416|181612|3237|A|Martes|18:00|21:00|PLATAFORMA UADY-VIRTUAL|Otro
21135|4|33829|142374|7743|CCS.Ele1B|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21135|4|33829|181883|7658|VET.Ele1A|Miércoles|20:00|22:00|VETERINARIA|VET.Virtual
21135|4|33829|181885|7646|UMT.Ele1B|Miércoles|20:00|22:00|UMT|UMT.Virtual
21135|4|33830|109149|7683|CS.Ele2D|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
21135|4|33830|109725|7623|CE.Ele2D|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21135|4|33830|109888|7686|CS.Ele2G|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
21135|4|33830|181871|7709|FCA.Ele2A|Miércoles|20:00|22:00|FCA|FCA.Virtual
21135|4|33830|181873|7750|CCS.Ele2F|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21135|4|33830|181874|7746|CCS.Ele2B|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21135|4|33830|181879|7627|CE.Ele2H|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21135|4|33830|181880|7647|UMT.Ele2A|Miércoles|20:00|22:00|UMT|UMT.Virtual
21135|4|33830|181883|7659|VET.Ele2A|Miércoles|20:00|22:00|VETERINARIA|VET.Virtual
21135|4|33830|181883|7660|VET.Ele2B|Miércoles|20:00|22:00|VETERINARIA|VET.Virtual
21135|4|33830|181883|7661|VET.Ele2C|Miércoles|20:00|22:00|VETERINARIA|VET.Virtual
21135|4|33830|181919|7712|FCA.Ele2D|Miércoles|20:00|22:00|FCA|FCA.Virtual
21135|4|33830|181921|7647|UMT.Ele2A|Miércoles|20:00|22:00|UMT|UMT.Virtual
21135|4|33830|181924|7620|CE.Ele2A|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21135|4|33830|181924|7621|CE.Ele2B|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21135|4|33831|180260|7753|CCS.Pre1A|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21135|4|33831|180260|7756|CCS.Pre1D|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21135|4|33831|180260|7757|CCS.Pre1E|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21135|4|33831|181871|7715|FCA.Pre1A|Miércoles|20:00|22:00|FCA|FCA.Virtual
21135|4|33831|181881|7628|CE.Pre1A|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21135|4|33831|181885|7649|UMT.Pre1A|Miércoles|20:00|22:00|UMT|UMT.Virtual
21135|4|33831|181914|7662|VET.Pre1A|Miércoles|20:00|22:00|VETERINARIA|VET.Virtual
21135|4|33831|181914|7663|VET.Pre1B|Miércoles|20:00|22:00|VETERINARIA|VET.Virtual
21135|4|33832|121361|7690|CS.Pre2C|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
21135|4|33832|121361|7692|CS.Pre2E|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
21135|4|33832|181868|7795|CCS.Pre2K|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21135|4|33832|181876|7791|CCS.Pre2G|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21135|4|33832|181878|7812|PIIV.Pre2H|Miércoles|20:00|22:00|PII VIRTUAL|AulaVirtual
21135|4|33832|181878|7812|PIIV.Pre2H|Miércoles|20:00|22:00|PII VIRTUAL|AulaVirtual
21135|4|33832|181879|7796|CE.Pre2L|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21135|4|33832|181880|7812|PIIV.Pre2H|Miércoles|20:00|22:00|PII VIRTUAL|AulaVirtual
21135|4|33832|181880|7812|PIIV.Pre2H|Miércoles|20:00|22:00|PII VIRTUAL|AulaVirtual
21135|4|33832|181881|7639|CE.Pre2J|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21135|4|33832|181881|7640|CE.Pre2K|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21135|4|33832|181882|7630|CE.Pre2A|Miércoles|20:00|22:20|CAMPUS EXACTAS|CE.Virtual
21135|4|33832|181882|7631|CE.Pre2B|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21135|4|33832|181884|7764|CCS.Pre2B|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21135|4|33832|181919|7767|CCS.Pre2E|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21135|4|33832|181919|7792|CCS.Pre2H|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21135|4|33832|181920|7665|VET.Pre2B|Miércoles|20:00|22:00|VETERINARIA|VET.Virtual
21135|4|33832|181926|7696|CS.Pre2I|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
21135|4|33833|181882|7641|CE.Int1A|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21135|4|33833|181882|7643|CE.Int1C|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21135|4|33833|181884|7769|CCS.Int1A|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21135|4|33833|181918|7654|UMT.Int1A|Miércoles|20:00|22:00|UMT|UMT.Virtual
21135|4|33834|109725|7739|CE.Int2D|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21135|4|33834|109725|7815|CE.Int2H|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21135|4|33834|109888|7704|CS.Int2D|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
21135|4|33834|109888|7705|CS.Int2E|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
21135|4|33834|109888|7816|CS.Int2H|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
21135|4|33834|181870|7782|CCS.Int2B|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
21135|4|33834|181872|7736|CE.Int2A|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21135|4|33834|181872|7737|CE.Int2B|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21135|4|33834|181922|7740|CE.Int2E|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
21135|4|33834|181923|7732|FCA.Int2C|Miércoles|20:00|22:00|FCA|FCA.Virtual
21135|4|34157|110480|5774|K|Martes|15:00|17:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34157|110480|5774|K|Jueves|15:00|17:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34157|181173|5774|K|Martes|15:00|17:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34157|181173|5774|K|Jueves|15:00|17:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34157|181242|3240|D|Martes|16:00|18:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34157|181242|3240|D|Jueves|16:00|18:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34157|181242|4592|F|Martes|16:00|18:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34157|181242|4592|F|Jueves|16:00|18:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34157|181243|3239|C|Lunes|17:00|19:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34157|181243|3239|C|Miércoles|17:00|19:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34165|181620|3237|A|Lunes|23:30|23:45|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34168|180981|3237|A|Martes|15:00|18:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
21135|4|34170|181598|3238|B|Viernes|16:00|19:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34170|181927|5774|K|Martes|09:00|12:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34544|181719|3237|A|Domingo|00:15|00:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34544|181720|3237|A|Domingo|00:15|00:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34544|181721|3237|A|Domingo|00:15|00:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34550|180458|3237|A|Lunes|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34550|180458|3237|A|Miércoles|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34550|181358|3237|A|Lunes|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
